normalized-losses,make,bahan-bakar,jumlah-pintu,body-style,wheel-bases,length,width,height,wheel-bases-normalized,length_zscore,width_zscore,height_zscore
115.0,mazda,gas,four,sedan,98.8,177.8,66.5,55.5,0.35568513119533524,0.32732021556503493,0.26962380899084926,0.7276266737063973
115.0,mazda,diesel,unknown,sedan,98.8,177.8,66.5,55.5,0.35568513119533524,0.32732021556503493,0.26962380899084926,0.7276266737063973
115.0,mazda,gas,four,hatchback,98.8,177.8,66.5,55.5,0.35568513119533524,0.32732021556503493,0.26962380899084926,0.7276266737063973
118.0,mazda,gas,four,sedan,104.9,175.0,66.1,54.4,0.533527696793003,0.09216805236410651,0.08008158825914322,0.27355312711739227
115.0,mazda,diesel,four,sedan,104.9,175.0,66.1,54.4,0.533527696793003,0.09216805236410651,0.08008158825914322,0.27355312711739227
93.0,mercedes-benz,diesel,four,sedan,110.0,190.9,70.3,53.737313432835826,0.6822157434402332,1.4274964076836594,2.07027490594203,2.933078727542205e-15
93.0,mercedes-benz,diesel,four,wagon,110.0,190.9,70.3,58.7,0.6822157434402332,1.4274964076836594,2.07027490594203,2.048567900147139
93.0,mercedes-benz,diesel,two,hardtop,106.7,187.5,70.3,54.9,0.5860058309037901,1.1419544952253897,2.07027490594203,0.4799501937487579
93.0,mercedes-benz,diesel,four,sedan,115.6,202.6,71.7,56.3,0.8454810495626819,2.4100965182018195,2.733672678502994,1.0578619803165812
115.0,mercedes-benz,gas,four,sedan,115.6,202.6,71.7,56.5,0.8454810495626819,2.4100965182018195,2.733672678502994,1.1404208069691286
142.0,mercedes-benz,gas,two,convertible,96.6,173.90253807106598,70.5,50.8,0.2915451895043731,0.0,2.165046016307883,-1.212505752628441
115.0,mercedes-benz,gas,four,sedan,120.9,208.1,71.7,56.7,1.0,2.872002553060784,2.733672678502994,1.222979633621676
115.0,mercedes-benz,gas,two,hardtop,112.0,199.2,72.0,55.4,0.7405247813411078,2.12455460574355,2.87582934405177,0.6863472603801236
115.0,mercury,gas,two,hatchback,102.7,178.4,68.0,54.8,0.4693877551020409,0.37770996482237607,0.9804071367347368,0.4386707804224842
161.0,mitsubishi,gas,two,hatchback,93.7,157.3,64.4,50.8,0.20699708454810514,-1.3943295507274696,-0.7254728498505906,-1.212505752628441
161.0,mitsubishi,gas,two,hatchback,93.7,173.90253807106598,64.4,50.8,0.20699708454810514,0.0,-0.7254728498505906,-1.212505752628441
161.0,mitsubishi,gas,two,hatchback,93.7,157.3,65.931,50.8,0.20699708454810514,-1.3943295507274696,0.0,-1.212505752628441
161.0,mitsubishi,gas,two,hatchback,93.0,157.3,63.8,50.8,0.18658892128279894,-1.3943295507274696,-1.0097861809481496,-1.212505752628441
153.0,mitsubishi,gas,two,hatchback,96.3,173.0,65.4,49.4,0.282798833819242,-0.0757977784936988,-0.25161729802133226,-1.7904175391962645
153.0,mitsubishi,gas,two,hatchback,96.3,173.0,65.4,49.4,0.282798833819242,-0.0757977784936988,-0.25161729802133226,-1.7904175391962645
115.0,mitsubishi,gas,two,hatchback,95.9,173.2,66.3,50.2,0.2711370262390673,-0.05900119540791923,0.17485269862499622,-1.4601822325860776
115.0,mitsubishi,gas,two,hatchback,98.78366336633665,173.2,66.3,50.2,0.35520884449961093,-0.05900119540791923,0.17485269862499622,-1.4601822325860776
115.0,mitsubishi,gas,two,hatchback,95.9,173.2,66.3,50.2,0.2711370262390673,-0.05900119540791923,0.17485269862499622,-1.4601822325860776
125.0,mitsubishi,gas,four,sedan,96.3,172.4,65.4,51.6,0.282798833819242,-0.12618752775103992,-0.25161729802133226,-0.8822704460182542
125.0,mitsubishi,gas,four,sedan,96.3,172.4,65.4,53.737313432835826,0.282798833819242,-0.12618752775103992,-0.25161729802133226,2.933078727542205e-15
125.0,unknown,gas,four,sedan,96.3,172.4,65.4,51.6,0.282798833819242,-0.12618752775103992,-0.25161729802133226,-0.8822704460182542
137.0,mitsubishi,gas,four,sedan,96.3,172.4,65.4,51.6,0.282798833819242,-0.12618752775103992,-0.25161729802133226,-0.8822704460182542
128.0,nissan,gas,two,sedan,94.5,165.3,63.8,54.5,0.2303206997084549,-0.7224662272962483,-1.0097861809481496,0.314832540443666
128.0,nissan,diesel,two,sedan,94.5,165.3,65.931,54.5,0.2303206997084549,-0.7224662272962483,0.0,0.314832540443666
128.0,nissan,gas,two,sedan,98.78366336633665,165.3,63.8,54.5,0.35520884449961093,-0.7224662272962483,-1.0097861809481496,0.314832540443666
122.0,nissan,gas,four,sedan,94.5,173.90253807106598,63.8,54.5,0.2303206997084549,0.0,-1.0097861809481496,0.314832540443666
103.0,nissan,gas,four,wagon,94.5,170.2,63.8,53.5,0.2303206997084549,-0.3109499416946272,-1.0097861809481496,-0.09796159281906534
128.0,nissan,gas,two,sedan,94.5,165.3,63.8,54.5,0.2303206997084549,-0.7224662272962483,-1.0097861809481496,0.314832540443666
128.0,nissan,gas,two,hatchback,94.5,165.6,63.8,53.3,0.2303206997084549,-0.697271352667579,-1.0097861809481496,-0.18052041947161276
122.0,nissan,gas,four,sedan,94.5,165.3,63.8,54.5,0.2303206997084549,-0.7224662272962483,-1.0097861809481496,0.314832540443666
103.0,nissan,gas,four,wagon,94.5,170.2,63.8,53.5,0.2303206997084549,-0.3109499416946272,-1.0097861809481496,-0.09796159281906534
168.0,nissan,gas,two,hardtop,95.1,162.4,63.8,53.3,0.24781341107871713,-0.9660166820400665,-1.0097861809481496,-0.18052041947161276
106.0,nissan,gas,four,hatchback,97.2,173.4,65.2,54.7,0.30903790087463573,-0.042204612322137264,-0.34638840838718526,0.3973913670962134
106.0,nissan,gas,four,sedan,97.2,173.4,65.2,54.7,0.30903790087463573,-0.042204612322137264,-0.34638840838718526,0.3973913670962134
128.0,unknown,gas,four,sedan,100.4,181.7,66.5,55.1,0.4023323615160352,0.6548535857377534,0.26962380899084926,0.5625090204013053
108.0,nissan,gas,four,wagon,98.78366336633665,184.6,66.5,56.1,0.35520884449961093,0.8984040404815716,0.26962380899084926,0.9753031536640366
108.0,nissan,gas,four,sedan,100.4,184.6,66.5,55.1,0.4023323615160352,0.8984040404815716,0.26962380899084926,0.5625090204013053
194.0,nissan,gas,two,hatchback,91.3,170.7,67.9,49.7,0.13702623906705544,-0.26895848398017586,0.9330215815518137,-1.6665792992174433
194.0,nissan,gas,two,hatchback,91.3,173.90253807106598,67.9,49.7,0.13702623906705544,0.0,0.9330215815518137,-1.6665792992174433
231.0,nissan,gas,two,hatchback,99.2,178.5,67.9,49.7,0.36734693877551033,0.38610825636526586,0.9330215815518137,-1.6665792992174433
161.0,peugot,gas,four,sedan,107.9,186.7,68.4,56.7,0.620991253644315,1.0747681628822667,1.1699493574664428,1.222979633621676
161.0,peugot,diesel,four,sedan,107.9,186.7,68.4,56.7,0.620991253644315,1.0747681628822667,1.1699493574664428,1.222979633621676
115.0,peugot,gas,four,wagon,114.2,198.9,68.4,58.7,0.8046647230320699,2.0993597311148804,1.1699493574664428,2.048567900147139
115.0,peugot,diesel,four,wagon,114.2,198.9,68.4,58.7,0.8046647230320699,2.0993597311148804,1.1699493574664428,2.048567900147139
161.0,peugot,gas,four,sedan,107.9,186.7,68.4,56.7,0.620991253644315,1.0747681628822667,1.1699493574664428,1.222979633621676
161.0,peugot,diesel,four,sedan,107.9,186.7,68.4,56.7,0.620991253644315,1.0747681628822667,1.1699493574664428,1.222979633621676
115.0,peugot,gas,four,wagon,114.2,173.90253807106598,65.931,56.7,0.8046647230320699,0.0,0.0,1.222979633621676
115.0,peugot,diesel,four,wagon,114.2,198.9,68.4,58.7,0.8046647230320699,2.0993597311148804,1.1699493574664428,2.048567900147139
161.0,peugot,gas,four,sedan,107.9,186.7,68.4,56.7,0.620991253644315,1.0747681628822667,1.1699493574664428,1.222979633621676
161.0,peugot,diesel,four,sedan,107.9,186.7,68.4,56.7,0.620991253644315,1.0747681628822667,1.1699493574664428,1.222979633621676
161.0,peugot,gas,four,sedan,108.0,186.7,68.3,56.0,0.6239067055393586,1.0747681628822667,1.122563802283513,0.9340237403377629
119.0,plymouth,gas,two,hatchback,93.7,157.3,63.8,50.8,0.20699708454810514,-1.3943295507274696,-1.0097861809481496,-1.212505752628441
119.0,plymouth,gas,two,hatchback,93.7,157.3,63.8,50.8,0.20699708454810514,-1.3943295507274696,-1.0097861809481496,-1.212505752628441
154.0,plymouth,gas,four,hatchback,93.7,157.3,63.8,50.6,0.20699708454810514,-1.3943295507274696,-1.0097861809481496,-1.2950645792809856
154.0,plymouth,gas,four,sedan,93.7,167.3,63.8,50.8,0.20699708454810514,-0.5545003964384431,-1.0097861809481496,-1.212505752628441
154.0,plymouth,gas,four,sedan,93.7,167.3,63.8,50.8,0.20699708454810514,-0.5545003964384431,-1.0097861809481496,-1.212505752628441
74.0,plymouth,gas,four,wagon,103.3,174.6,64.6,59.8,0.48688046647230315,0.05857488619254497,-0.6307017394847444,2.5026414467361406
115.0,plymouth,gas,two,hatchback,95.9,173.2,66.3,50.2,0.2711370262390673,-0.05900119540791923,0.17485269862499622,-1.4601822325860776
186.0,porsche,gas,two,hatchback,94.5,168.9,68.3,50.2,0.2303206997084549,-0.42012773175219925,1.122563802283513,-1.4601822325860776
115.0,unknown,gas,two,hardtop,89.5,168.9,65.0,51.6,0.08454810495626836,-0.42012773175219925,-0.4411595187530383,-0.8822704460182542
115.0,porsche,gas,two,hardtop,89.5,168.9,65.0,51.6,0.08454810495626836,-0.42012773175219925,-0.4411595187530383,-0.8822704460182542
115.0,porsche,gas,two,convertible,89.5,168.9,65.0,51.6,0.08454810495626836,-0.42012773175219925,-0.4411595187530383,-0.8822704460182542
115.0,porsche,gas,two,hatchback,98.4,175.7,72.3,50.5,0.3440233236151606,0.15095609316433742,3.0179860096005466,-1.3363439926072593
115.0,renault,gas,four,wagon,96.1,181.5,66.5,55.2,0.27696793002915443,0.6380570026519738,0.26962380899084926,0.6037884337275791
115.0,renault,gas,two,hatchback,96.1,176.8,66.6,50.5,0.27696793002915443,0.24333730013613225,0.3170093641737724,-1.3363439926072593
150.0,saab,gas,two,hatchback,99.1,186.6,66.5,56.1,0.36443148688046634,1.066369871339377,0.26962380899084926,0.9753031536640366
104.0,saab,gas,four,sedan,99.1,186.6,66.5,56.1,0.36443148688046634,1.066369871339377,0.26962380899084926,0.9753031536640366
150.0,saab,gas,two,hatchback,99.1,186.6,66.5,56.1,0.36443148688046634,1.066369871339377,0.26962380899084926,0.9753031536640366
104.0,saab,gas,four,sedan,99.1,186.6,66.5,56.1,0.36443148688046634,1.066369871339377,0.26962380899084926,0.9753031536640366
150.0,saab,gas,two,hatchback,99.1,186.6,66.5,56.1,0.36443148688046634,1.066369871339377,0.26962380899084926,0.9753031536640366
104.0,saab,gas,four,sedan,99.1,186.6,66.5,56.1,0.36443148688046634,1.066369871339377,0.26962380899084926,0.9753031536640366
83.0,subaru,gas,two,hatchback,93.7,156.9,63.4,53.7,0.20699708454810514,-1.4279227168990312,-1.1993284016798524,-0.015402766166517898
83.0,subaru,gas,two,hatchback,93.7,157.9,63.6,53.7,0.20699708454810514,-1.3439398014701285,-1.1045572913139994,-0.015402766166517898
83.0,subaru,gas,two,hatchback,93.3,157.3,63.8,55.7,0.19533527696793004,-1.3943295507274696,-1.0097861809481496,0.8101855003589448
102.0,subaru,unknown,four,sedan,97.2,172.0,65.4,52.5,0.30903790087463573,-0.15978069392260147,-0.25161729802133226,-0.5107557260817966
102.0,subaru,gas,four,sedan,97.2,172.0,65.4,52.5,0.30903790087463573,-0.15978069392260147,-0.25161729802133226,-0.5107557260817966
102.0,subaru,gas,four,sedan,97.2,172.0,65.4,52.5,0.30903790087463573,-0.15978069392260147,-0.25161729802133226,-0.5107557260817966
102.0,subaru,gas,four,sedan,97.0,172.0,65.4,54.3,0.3032069970845482,-0.15978069392260147,-0.25161729802133226,0.23227371379111855
102.0,unknown,gas,four,sedan,97.0,172.0,65.4,54.3,0.3032069970845482,-0.15978069392260147,-0.25161729802133226,0.23227371379111855
89.0,subaru,gas,four,wagon,97.0,173.5,65.4,53.0,0.3032069970845482,-0.03380632077924747,-0.25161729802133226,-0.304358659450431
89.0,subaru,gas,four,wagon,97.0,173.5,65.4,53.0,0.3032069970845482,-0.03380632077924747,-0.25161729802133226,-0.304358659450431
85.0,subaru,gas,four,wagon,96.9,173.6,65.4,54.9,0.3002915451895046,-0.02540802923635769,-0.25161729802133226,0.4799501937487579
85.0,subaru,gas,four,wagon,96.9,173.6,65.4,54.9,0.3002915451895046,-0.02540802923635769,-0.25161729802133226,0.4799501937487579
87.0,toyota,gas,two,hatchback,95.7,158.7,63.6,54.5,0.2653061224489798,-1.2767534691270077,-1.1045572913139994,0.314832540443666
87.0,toyota,gas,two,hatchback,95.7,158.7,63.6,54.5,0.2653061224489798,-1.2767534691270077,-1.1045572913139994,0.314832540443666
74.0,toyota,gas,four,hatchback,95.7,158.7,63.6,54.5,0.2653061224489798,-1.2767534691270077,-1.1045572913139994,0.314832540443666
77.0,toyota,unknown,four,wagon,95.7,169.7,63.6,59.1,0.2653061224489798,-0.35294139940907854,-1.1045572913139994,2.2136855534522306
81.0,toyota,gas,four,wagon,95.7,169.7,63.6,59.1,0.2653061224489798,-0.35294139940907854,-1.1045572913139994,2.2136855534522306
91.0,toyota,gas,four,wagon,95.7,169.7,63.6,59.1,0.2653061224489798,-0.35294139940907854,-1.1045572913139994,2.2136855534522306
91.0,toyota,unknown,four,sedan,95.7,166.3,64.4,53.0,0.2653061224489798,-0.6384833118673456,-0.7254728498505906,-0.304358659450431
91.0,toyota,gas,four,hatchback,95.7,166.3,64.4,52.8,0.2653061224489798,-0.6384833118673456,-0.7254728498505906,-0.38691748610297844
91.0,toyota,diesel,four,sedan,95.7,166.3,64.4,53.0,0.2653061224489798,-0.6384833118673456,-0.7254728498505906,-0.304358659450431
91.0,toyota,diesel,four,hatchback,95.7,166.3,64.4,52.8,0.2653061224489798,-0.6384833118673456,-0.7254728498505906,-0.38691748610297844
91.0,toyota,gas,four,sedan,95.7,166.3,64.4,53.0,0.2653061224489798,-0.6384833118673456,-0.7254728498505906,-0.304358659450431
91.0,toyota,gas,four,hatchback,95.7,166.3,64.4,52.8,0.2653061224489798,-0.6384833118673456,-0.7254728498505906,-0.38691748610297844
91.0,toyota,gas,four,sedan,95.7,166.3,64.4,52.8,0.2653061224489798,-0.6384833118673456,-0.7254728498505906,-0.38691748610297844
168.0,toyota,gas,two,sedan,94.5,168.7,64.0,52.6,0.2303206997084549,-0.4369243148379812,-0.9150150705822967,-0.46947631275552293
168.0,toyota,gas,two,hatchback,94.5,168.7,64.0,52.6,0.2303206997084549,-0.4369243148379812,-0.9150150705822967,-0.46947631275552293
168.0,toyota,gas,two,sedan,94.5,168.7,64.0,52.6,0.2303206997084549,-0.4369243148379812,-0.9150150705822967,-0.46947631275552293
168.0,toyota,unknown,two,hatchback,94.5,168.7,64.0,52.6,0.2303206997084549,-0.4369243148379812,-0.9150150705822967,-0.46947631275552293
134.0,toyota,unknown,two,hardtop,98.4,176.2,65.6,52.0,0.3440233236151606,0.19294755087878876,-0.15684618765548597,-0.7171527927131623
134.0,toyota,unknown,two,hardtop,98.4,176.2,65.6,52.0,0.3440233236151606,0.19294755087878876,-0.15684618765548597,-0.7171527927131623
134.0,toyota,unknown,two,hatchback,98.4,176.2,65.6,52.0,0.3440233236151606,0.19294755087878876,-0.15684618765548597,-0.7171527927131623
134.0,toyota,unknown,two,hardtop,98.4,176.2,65.6,52.0,0.3440233236151606,0.19294755087878876,-0.15684618765548597,-0.7171527927131623
134.0,toyota,unknown,two,hatchback,98.4,176.2,65.6,52.0,0.3440233236151606,0.19294755087878876,-0.15684618765548597,-0.7171527927131623
134.0,toyota,unknown,two,convertible,98.4,176.2,65.6,53.0,0.3440233236151606,0.19294755087878876,-0.15684618765548597,-0.304358659450431
65.0,toyota,unknown,four,sedan,102.4,175.6,66.5,54.9,0.4606413994169098,0.14255780162144763,0.26962380899084926,0.4799501937487579
65.0,toyota,unknown,four,sedan,102.4,175.6,66.5,54.9,0.4606413994169098,0.14255780162144763,0.26962380899084926,0.4799501937487579
65.0,toyota,unknown,four,hatchback,102.4,175.6,66.5,53.9,0.4606413994169098,0.14255780162144763,0.26962380899084926,0.06715606048602661
65.0,toyota,gas,four,sedan,102.4,175.6,66.5,54.9,0.4606413994169098,0.14255780162144763,0.26962380899084926,0.4799501937487579
65.0,toyota,gas,four,unknown,102.4,175.6,66.5,53.9,0.4606413994169098,0.14255780162144763,0.26962380899084926,0.06715606048602661
197.0,toyota,gas,two,unknown,102.9,183.5,67.7,52.0,0.47521865889212844,0.8060228335097791,0.8382504711859606,-0.7171527927131623
197.0,toyota,gas,two,unknown,102.9,183.5,67.7,52.0,0.47521865889212844,0.8060228335097791,0.8382504711859606,-0.7171527927131623
90.0,toyota,gas,four,unknown,104.5,187.8,66.5,54.1,0.521865889212828,1.1671493698540616,0.26962380899084926,0.14971488713857403
115.0,toyota,gas,four,unknown,104.5,187.8,66.5,54.1,0.521865889212828,1.1671493698540616,0.26962380899084926,0.14971488713857403
122.0,volkswagen,diesel,two,unknown,97.3,171.7,65.5,55.7,0.3119533527696793,-0.18497556855127323,-0.2042317428384091,0.8101855003589448
122.0,volkswagen,gas,unknown,unknown,97.3,171.7,65.5,55.7,0.3119533527696793,-0.18497556855127323,-0.2042317428384091,0.8101855003589448
94.0,volkswagen,diesel,unknown,unknown,97.3,171.7,65.5,55.7,0.3119533527696793,-0.18497556855127323,-0.2042317428384091,0.8101855003589448
94.0,volkswagen,gas,unknown,unknown,97.3,171.7,65.5,55.7,0.3119533527696793,-0.18497556855127323,-0.2042317428384091,0.8101855003589448
94.0,volkswagen,gas,unknown,unknown,97.3,171.7,65.5,55.7,0.3119533527696793,-0.18497556855127323,-0.2042317428384091,0.8101855003589448
94.0,volkswagen,diesel,unknown,unknown,97.3,171.7,65.5,55.7,0.3119533527696793,-0.18497556855127323,-0.2042317428384091,0.8101855003589448
94.0,volkswagen,gas,unknown,unknown,97.3,171.7,65.5,55.7,0.3119533527696793,-0.18497556855127323,-0.2042317428384091,0.8101855003589448
115.0,volkswagen,gas,unknown,convertible,94.5,159.3,64.2,55.6,0.2303206997084549,-1.2263637198696644,-0.8202439602164436,0.768906087032671
256.0,volkswagen,gas,unknown,hatchback,94.5,165.7,64.0,51.4,0.2303206997084549,-0.6888730611246892,-0.9150150705822967,-0.9648292726708017
115.0,volkswagen,gas,unknown,sedan,100.4,180.2,66.9,55.1,0.4023323615160352,0.5288792125943994,0.45916602972255527,0.5625090204013053
115.0,volkswagen,diesel,unknown,sedan,100.4,180.2,66.9,55.1,0.4023323615160352,0.5288792125943994,0.45916602972255527,0.5625090204013053
115.0,volkswagen,gas,unknown,wagon,100.4,183.1,66.9,55.1,0.4023323615160352,0.7724296673382176,0.45916602972255527,0.5625090204013053
